batman,bowler,0,1,2,3,4,6,notout,balls
SP Narine,JD Unadkat,0.7272727273,0.9090909091,0.9090909091,0.9090909091,1,1,0.9090909091,11
RV Uthappa,SN Thakur,0.5454545455,0.8181818182,0.9090909091,0.9090909091,1,1,1,11
AJ Finch,A Choudhary,0.5454545455,0.6363636364,0.7272727273,0.7272727273,0.9090909091,1,1,11
V Kohli,Imran Tahir,0.3636363636,0.9090909091,0.9090909091,0.9090909091,0.9090909091,1,1,11
K Rabada,AR Patel,0.6363636364,0.9090909091,0.9090909091,0.9090909091,1,1,1,11
BA Stokes,JP Faulkner,0.3636363636,0.8181818182,0.8181818182,0.8181818182,1,1,0.9090909091,11
MK Pandey,SN Thakur,0.2727272727,0.7272727273,0.7272727273,0.7272727273,1,1,1,11
KK Nair,PJ Sangwan,0.4545454545,0.7272727273,0.7272727273,0.7272727273,1,1,0.9090909091,11
P Negi,VR Aaron,0.6363636364,0.8181818182,0.8181818182,0.8181818182,1,1,1,11
BA Stokes,Bipul Sharma,0.1818181818,0.4545454545,0.7272727273,0.7272727273,0.7272727273,1,1,11
Yuvraj Singh,DT Christian,0.3636363636,0.8181818182,0.9090909091,0.9090909091,0.9090909091,1,1,11
SE Marsh,DS Kulkarni,0.3636363636,1,1,1,1,1,0.9090909091,11
CA Lynn,AR Patel,0.1818181818,0.6363636364,0.7272727273,0.7272727273,0.9090909091,1,1,11
KD Karthik,CR Brathwaite,0.4545454545,0.9090909091,1,1,1,1,0.9090909091,11
KK Nair,Washington Sundar,0.3636363636,0.7272727273,0.8181818182,0.8181818182,1,1,1,11
SPD Smith,Z Khan,0.4545454545,0.8181818182,0.9090909091,0.9090909091,1,1,1,11
CA Lynn,MG Johnson,0.6363636364,0.7272727273,0.8181818182,0.8181818182,1,1,1,11
CH Gayle,Mohammed Shami,0.3636363636,0.7272727273,0.7272727273,0.7272727273,0.8181818182,1,1,11
RR Pant,HV Patel,0.3636363636,0.7272727273,0.7272727273,0.7272727273,0.9090909091,1,0.9090909091,11
MC Henriques,S Aravind,0.1,0.6,0.7,0.7,0.9,1,1,10
N Rana,A Zampa,0.4,0.7,0.8,0.8,0.9,1,0.9,10
HH Pandya,A Zampa,0.4,0.8,0.8,0.8,0.8,1,1,10
AM Rahane,TG Southee,0.5,0.8,0.8,0.8,0.9,1,0.9,10
SK Raina,PP Chawla,0.2,0.8,1,1,1,1,1,10
CA Lynn,DS Kulkarni,0.2,0.4,0.6,0.6,0.7,1,1,10
AP Tare,B Stanlake,0.7,0.8,0.8,0.8,1,1,1,10
RR Pant,TS Mills,0.1,0.6,0.7,0.7,0.9,1,1,10
DR Smith,Rashid Khan,0.4,0.6,0.7,0.7,0.9,1,0.9,10
S Dhawan,P Kumar,0.7,0.9,0.9,0.9,1,1,0.8,10
KA Pollard,AS Rajpoot,0.5,0.7,0.8,0.8,0.9,1,1,10
AB de Villiers,MM Sharma,0.4,0.5,0.6,0.6,0.6,1,1,10
AB de Villiers,VR Aaron,0.3,0.8,0.8,0.8,0.9,1,1,10
HM Amla,B Stanlake,0.2,0.8,0.8,0.8,1,1,1,10
M Vohra,SR Watson,0.2,0.6,0.6,0.7,1,1,1,10
SV Samson,AB Dinda,0.1,0.4,0.5,0.5,0.8,1,1,10
S Dhawan,HH Pandya,0.5,0.8,0.8,0.9,1,1,1,10
HM Amla,SP Narine,0.8,1,1,1,1,1,1,10
MK Pandey,MM Sharma,0.3,0.9,0.9,0.9,1,1,1,10
P Negi,MJ McClenaghan,0.4,0.6,0.9,0.9,1,1,0.9,10
N Rana,YS Chahal,0.5,0.8,0.8,0.8,1,1,1,10
KH Pandya,S Aravind,0.5,0.8,0.9,0.9,1,1,1,10
BB McCullum,LH Ferguson,0.7,0.9,0.9,0.9,0.9,1,1,10
SK Raina,Imran Tahir,0.3,0.6,0.8,0.8,1,1,0.9,10
G Gambhir,B Kumar,0.4,0.7,0.7,0.7,1,1,1,10
MK Pandey,BCJ Cutting,0.1,0.6,0.7,0.7,0.9,1,1,10
YK Pathan,B Kumar,0.4,0.8,0.9,0.9,0.9,1,0.9,10
DA Warner,TA Boult,0.5,0.7,0.7,0.7,1,1,1,10
Yuvraj Singh,CR Woakes,0.4,0.8,0.8,0.8,0.9,1,0.9,10
Bipul Sharma,TA Boult,0.3,0.7,0.8,0.8,1,1,1,10
SW Billings,MM Sharma,0.3,0.7,0.7,0.7,1,1,1,10
SW Billings,VR Aaron,0.4,0.6,0.6,0.6,1,1,1,10
HM Amla,CH Morris,0.6,0.8,0.8,0.9,1,1,0.9,10
EJG Morgan,PJ Cummins,0.3,0.7,0.7,0.7,1,1,0.9,10
Ishan Kishan,SL Malinga,0.6,0.9,0.9,0.9,0.9,1,1,10
KD Karthik,MJ McClenaghan,0.4,0.7,0.9,0.9,0.9,1,1,10
MS Dhoni,P Negi,0.8,1,1,1,1,1,1,10
MS Dhoni,S Badree,0.4,0.8,0.8,0.8,1,1,1,10
AB de Villiers,BA Stokes,0.6,1,1,1,1,1,1,10
SV Samson,NM Coulter-Nile,0.2,0.6,0.6,0.6,1,1,1,10
SV Samson,CR Woakes,0.2,0.7,0.7,0.7,1,1,1,10
SS Iyer,CR Woakes,0.2,0.9,0.9,0.9,1,1,1,10
MK Pandey,CH Morris,0.2,0.7,0.9,0.9,1,1,1,10
M Vohra,B Kumar,0.5,0.9,0.9,0.9,1,1,0.9,10
KM Jadhav,RA Jadeja,0.2,0.5,0.6,0.6,0.9,1,0.9,10
BB McCullum,S Aravind,0.4,1,1,1,1,1,1,10
BB McCullum,AF Milne,0.2,0.7,0.7,0.7,0.8,1,1,10
S Dhawan,PJ Cummins,0.1,0.7,0.8,0.8,1,1,1,10
KS Williamson,AD Mathews,0.2,0.5,0.6,0.6,0.8,1,1,10
SS Iyer,B Kumar,0.2,0.7,0.8,0.8,1,1,0.9,10
WP Saha,Harbhajan Singh,0.1,0.8,0.8,0.8,0.9,1,1,10
GJ Maxwell,JJ Bumrah,0.5,0.7,0.7,0.7,1,1,0.8,10
PA Patel,I Sharma,0.2,0.6,0.6,0.6,0.9,1,1,10
N Rana,AR Patel,0.7,0.9,0.9,0.9,0.9,1,0.9,10
KK Nair,MG Johnson,0.8,0.9,1,1,1,1,1,10
G Gambhir,TS Mills,0.7,0.8,0.9,0.9,0.9,1,0.9,10
MK Pandey,S Badree,0.4,0.8,0.9,0.9,1,1,1,10
CH Gayle,UT Yadav,0.7,0.9,0.9,0.9,1,1,0.9,10
RA Tripathi,MJ McClenaghan,0.5,0.7,0.7,0.7,1,1,0.9,10
PA Patel,JD Unadkat,0.4,0.9,0.9,0.9,0.9,1,0.9,10
RG Sharma,JD Unadkat,0.5,0.8,0.8,0.8,0.9,1,0.9,10
AM Rahane,UT Yadav,0.7,0.9,0.9,0.9,1,1,0.9,10
AM Rahane,PP Chawla,0.2,0.6,0.8,0.8,1,1,1,10
G Gambhir,Imran Tahir,0,0.6,0.8,0.8,0.9,1,1,10
SE Marsh,MC Henriques,0.2,0.6,0.6,0.6,1,1,1,10
RG Sharma,P Negi,0.3,0.9,1,1,1,1,1,10
Ishan Kishan,Washington Sundar,0.7,0.8,0.8,0.8,0.9,1,1,10
BA Stokes,Ankit Soni,0.4,0.9,1,1,1,1,1,10
G Gambhir,BA Stokes,0.6,0.7,0.8,0.8,1,1,1,10
MK Pandey,Imran Tahir,0.4,0.9,0.9,0.9,0.9,1,1,10
RA Tripathi,Kuldeep Yadav,0.2,0.5,0.6,0.6,0.6,1,1,10
KD Karthik,PJ Cummins,0.3,0.7,0.8,0.8,1,1,0.9,10
SK Raina,Mohammed Shami,0.3,0.6,0.7,0.7,0.9,1,1,10
KD Karthik,Mohammed Shami,0.1,0.5,0.6,0.6,0.8,1,0.9,10
KD Karthik,A Mishra,0.1,0.6,0.6,0.6,0.9,1,1,10
AJ Finch,CJ Anderson,0.2,0.8,0.9,0.9,1,1,1,10
RR Pant,JP Faulkner,0.3,0.5,0.6,0.6,0.7,1,1,10
CJ Anderson,Basil Thampi,0.3,0.7,0.8,0.8,0.9,1,0.9,10
M Vohra,S Badree,0.6,0.8,0.9,0.9,1,1,1,10
WP Saha,YS Chahal,0.5,1,1,1,1,1,1,10
Yuvraj Singh,BA Stokes,0.6,0.7,0.8,0.8,0.9,1,1,10
LMP Simmons,Z Khan,0.3,0.9,0.9,0.9,0.9,1,1,10
A Mishra,KV Sharma,0.6,0.9,1,1,1,1,1,10
HM Amla,Ankit Soni,0.2,0.6,0.9,0.9,0.9,1,1,10
MC Henriques,Harbhajan Singh,0.4,0.9,1,1,1,1,1,10
S Dhawan,KV Sharma,0.4,0.7,0.7,0.7,0.8,1,1,10
WP Saha,Kuldeep Yadav,0.3,0.6,0.9,0.9,0.9,1,0.9,10
CA Lynn,Sandeep Sharma,0.3,0.8,0.8,0.8,1,1,1,10
CA Lynn,MJ Henry,0.2,0.5,0.6,0.6,0.9,1,0.9,10
Ishan Kishan,Z Khan,0.4,0.8,0.8,0.8,1,1,1,10
SS Iyer,RA Jadeja,0.3,0.8,0.8,0.8,0.9,1,1,10
Ishan Kishan,S Kaul,0.4,0.6,0.7,0.7,0.8,1,1,10
DA Warner,MM Patel,0.3,0.9,0.9,0.9,1,1,1,10
DA Warner,RA Jadeja,0.2,0.7,0.9,0.9,1,1,1,10
SS Tiwary,C de Grandhomme,0.7,0.8,0.8,0.8,1,1,1,10
MK Tiwary,KV Sharma,0.5,0.9,0.9,0.9,0.9,1,1,10
KH Pandya,Washington Sundar,0.5,0.9,0.9,0.9,1,1,1,10
IR Jaggi,KV Sharma,0.6,1,1,1,1,1,0.9,10
S Dhawan,YS Chahal,0.1111111111,0.8888888889,1,1,1,1,1,9
TM Head,Rashid Khan,0.2222222222,0.5555555556,0.7777777778,0.7777777778,1,1,0.8888888889,9
AT Rayudu,A Zampa,0.2222222222,0.7777777778,0.8888888889,0.8888888889,1,1,1,9
N Rana,R Bhatia,0.3333333333,1,1,1,1,1,1,9
KA Pollard,Imran Tahir,0.3333333333,0.7777777778,0.7777777778,0.7777777778,0.8888888889,1,0.8888888889,9
SPD Smith,HH Pandya,0.3333333333,0.8888888889,1,1,1,1,1,9
G Gambhir,MS Gony,0.3333333333,0.4444444444,0.5555555556,0.5555555556,1,1,1,9
BA Stokes,MP Stoinis,0.1111111111,0.6666666667,0.7777777778,0.7777777778,0.8888888889,1,1,9
AR Patel,RD Chahar,0.4444444444,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,1,9
RR Pant,Iqbal Abdulla,0.4444444444,0.6666666667,0.6666666667,0.6666666667,0.7777777778,1,1,9
JJ Roy,Bipul Sharma,0.3333333333,0.6666666667,0.7777777778,0.7777777778,1,1,1,9
KD Karthik,Rashid Khan,0.4444444444,0.8888888889,0.8888888889,0.8888888889,1,1,0.8888888889,9
CA Lynn,SL Malinga,0.3333333333,0.7777777778,0.7777777778,0.7777777778,0.8888888889,1,1,9
CA Lynn,MJ McClenaghan,0.4444444444,0.6666666667,0.7777777778,0.7777777778,1,1,1,9
CA Lynn,JJ Bumrah,0.5555555556,0.8888888889,1,1,1,1,0.7777777778,9
PA Patel,TA Boult,0.4444444444,0.5555555556,0.7777777778,0.7777777778,1,1,1,9
HH Pandya,TA Boult,0.3333333333,0.5555555556,0.6666666667,0.6666666667,0.8888888889,1,1,9
Mandeep Singh,T Natarajan,0.2222222222,0.4444444444,0.4444444444,0.4444444444,0.7777777778,1,1,9
AR Patel,YS Chahal,0.5555555556,0.6666666667,0.7777777778,0.7777777778,0.8888888889,1,0.8888888889,9
GJ Maxwell,P Negi,0.5555555556,0.7777777778,0.7777777778,0.7777777778,1,1,1,9
MS Dhoni,S Nadeem,0.6666666667,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,1,9
GJ Maxwell,CR Woakes,0.4444444444,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
WP Saha,C de Grandhomme,0.4444444444,0.8888888889,1,1,1,1,1,9
G Gambhir,Sandeep Sharma,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,9
V Kohli,TG Southee,0.2222222222,0.5555555556,0.6666666667,0.6666666667,0.8888888889,1,1,9
RA Tripathi,P Kumar,0.2222222222,0.4444444444,0.5555555556,0.5555555556,0.7777777778,1,1,9
G Gambhir,A Nehra,0.6666666667,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
RV Uthappa,BCJ Cutting,0.2222222222,0.7777777778,0.8888888889,0.8888888889,1,1,0.8888888889,9
NV Ojha,SP Narine,0.6666666667,1,1,1,1,1,1,9
SW Billings,AR Patel,0.2222222222,0.8888888889,0.8888888889,0.8888888889,1,1,0.8888888889,9
DA Miller,A Mishra,0.3333333333,0.7777777778,1,1,1,1,1,9
BB McCullum,MJ McClenaghan,0.5555555556,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
BB McCullum,Harbhajan Singh,0.1111111111,0.6666666667,0.7777777778,0.7777777778,1,1,1,9
SK Raina,KH Pandya,0.1111111111,0.8888888889,1,1,1,1,1,9
BB McCullum,KH Pandya,0.3333333333,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
N Rana,Basil Thampi,0.3333333333,0.7777777778,0.7777777778,0.7777777778,0.8888888889,1,1,9
AB de Villiers,JD Unadkat,0.7777777778,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,1,9
SS Iyer,C de Grandhomme,0,0.4444444444,0.5555555556,0.5555555556,0.8888888889,1,1,9
SS Iyer,Kuldeep Yadav,0.1111111111,1,1,1,1,1,1,9
SS Iyer,SP Narine,0.2222222222,0.8888888889,1,1,1,1,0.8888888889,9
YK Pathan,CH Morris,0.4444444444,0.6666666667,0.7777777778,0.7777777778,1,1,0.8888888889,9
MK Pandey,PJ Cummins,0.2222222222,0.7777777778,0.8888888889,0.8888888889,1,1,1,9
YK Pathan,Mohammed Shami,0.3333333333,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,1,9
S Dhawan,MM Sharma,0.3333333333,0.6666666667,0.7777777778,0.7777777778,1,1,0.7777777778,9
M Vohra,S Kaul,0.1111111111,0.6666666667,0.8888888889,0.8888888889,0.8888888889,1,1,9
V Kohli,AJ Tye,0.4444444444,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
V Kohli,S Kaushik,0.2222222222,0.7777777778,0.8888888889,0.8888888889,0.8888888889,1,1,9
Yuvraj Singh,CH Morris,0.1111111111,0.6666666667,0.7777777778,0.7777777778,1,1,0.8888888889,9
KK Nair,S Kaul,0.4444444444,0.7777777778,0.7777777778,0.7777777778,0.8888888889,1,0.8888888889,9
KK Nair,MC Henriques,0.3333333333,0.5555555556,0.5555555556,0.5555555556,0.7777777778,1,1,9
SS Iyer,MC Henriques,0.2222222222,0.6666666667,0.7777777778,0.7777777778,1,1,1,9
SE Marsh,MJ McClenaghan,0.4444444444,0.6666666667,0.7777777778,0.7777777778,0.8888888889,1,0.7777777778,9
HM Amla,JJ Bumrah,0.1111111111,0.6666666667,0.8888888889,0.8888888889,1,1,1,9
N Rana,MM Sharma,0.4444444444,0.6666666667,0.7777777778,0.7777777778,0.8888888889,1,1,9
BB McCullum,Shakib Al Hasan,0.4444444444,0.6666666667,0.6666666667,0.6666666667,1,1,1,9
PA Patel,K Rabada,0.5555555556,1,1,1,1,1,0.8888888889,9
JC Buttler,K Rabada,0.6666666667,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,1,9
KA Pollard,K Rabada,0.4444444444,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
CH Morris,HH Pandya,0.3333333333,0.6666666667,0.8888888889,0.8888888889,1,1,1,9
DA Warner,JD Unadkat,0.2222222222,1,1,1,1,1,0.8888888889,9
RA Tripathi,B Kumar,0.5555555556,0.6666666667,0.7777777778,0.7777777778,1,1,1,9
HM Amla,AJ Tye,0.4444444444,0.5555555556,0.5555555556,0.5555555556,0.8888888889,1,1,9
GJ Maxwell,SS Agarwal,0.4444444444,0.7777777778,0.7777777778,0.7777777778,0.7777777778,1,1,9
KD Karthik,KC Cariappa,0.2222222222,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
RA Tripathi,MG Johnson,0.4444444444,1,1,1,1,1,1,9
RA Tripathi,KV Sharma,0.1111111111,0.5555555556,0.7777777778,0.7777777778,0.7777777778,1,0.8888888889,9
RG Sharma,BA Stokes,0.2222222222,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
MS Dhoni,Kuldeep Yadav,0.5555555556,0.7777777778,0.8888888889,0.8888888889,0.8888888889,1,0.7777777778,9
SPD Smith,UT Yadav,0.4444444444,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,1,9
G Gambhir,JD Unadkat,0.2222222222,0.7777777778,0.8888888889,0.8888888889,1,1,1,9
RV Uthappa,DT Christian,0,0.6666666667,0.7777777778,0.7777777778,0.8888888889,1,1,9
G Gambhir,K Rabada,0.4444444444,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
MK Tiwary,P Negi,0.5555555556,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
MK Tiwary,S Aravind,0.2222222222,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
PA Patel,Ankit Soni,0.4444444444,0.8888888889,1,1,1,1,0.8888888889,9
N Rana,SK Raina,0.3333333333,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,1,9
KA Pollard,JP Faulkner,0.2222222222,0.6666666667,0.6666666667,0.6666666667,0.8888888889,1,0.8888888889,9
MJ Guptill,Mohammed Shami,0.4444444444,0.5555555556,0.5555555556,0.5555555556,1,1,1,9
P Negi,SL Malinga,0.4444444444,0.7777777778,0.7777777778,0.7777777778,0.7777777778,1,1,9
MS Dhoni,DR Smith,0.5555555556,1,1,1,1,1,1,9
Yuvraj Singh,K Rabada,0.1111111111,0.3333333333,0.3333333333,0.3333333333,0.8888888889,1,1,9
RR Pant,Rashid Khan,0.2222222222,0.6666666667,0.7777777778,0.7777777778,1,1,1,9
C de Grandhomme,Imran Tahir,0,0.6666666667,0.6666666667,0.6666666667,0.7777777778,1,1,9
BA Stokes,SP Narine,0.3333333333,0.7777777778,0.8888888889,0.8888888889,1,1,0.8888888889,9
SK Raina,K Rabada,0.3333333333,0.5555555556,0.8888888889,0.8888888889,0.8888888889,1,0.8888888889,9
SK Raina,PJ Cummins,0.2222222222,0.6666666667,0.6666666667,0.6666666667,1,1,0.8888888889,9
SK Raina,MN Samuels,0.2222222222,0.4444444444,0.7777777778,0.7777777778,0.7777777778,1,1,9
RR Pant,SK Raina,0.3333333333,0.5555555556,0.7777777778,0.7777777778,0.8888888889,1,1,9
SS Iyer,PJ Sangwan,0.3333333333,0.5555555556,0.5555555556,0.5555555556,0.8888888889,1,1,9
Yuvraj Singh,SN Thakur,0.5555555556,0.7777777778,0.7777777778,0.7777777778,1,1,1,9
LMP Simmons,K Rabada,0.3333333333,0.6666666667,0.7777777778,0.7777777778,0.8888888889,1,1,9
LMP Simmons,Mohammed Shami,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,9
Mandeep Singh,SP Narine,0.2222222222,0.7777777778,0.8888888889,0.8888888889,1,1,0.8888888889,9
TM Head,SP Narine,0.2222222222,0.7777777778,0.8888888889,0.8888888889,0.8888888889,1,1,9
Mandeep Singh,AS Rajpoot,0.2222222222,1,1,1,1,1,1,9
RG Sharma,S Kaul,0.3333333333,0.6666666667,1,1,1,1,0.8888888889,9
HH Pandya,Rashid Khan,0.6666666667,0.8888888889,1,1,1,1,0.8888888889,9
RG Sharma,B Kumar,0.1111111111,0.6666666667,0.7777777778,0.7777777778,0.8888888889,1,1,9
WP Saha,CR Woakes,0.5555555556,0.8888888889,1,1,1,1,1,9
CA Lynn,Swapnil Singh,0.2222222222,0.5555555556,0.8888888889,0.8888888889,0.8888888889,1,1,9
LMP Simmons,Sandeep Sharma,0.4444444444,0.5555555556,0.7777777778,0.7777777778,1,1,1,9
LMP Simmons,I Sharma,0.4444444444,0.5555555556,0.6666666667,0.6666666667,1,1,1,9
KK Nair,BA Stokes,0.4444444444,0.6666666667,0.6666666667,0.6666666667,1,1,0.8888888889,9
KK Nair,A Zampa,0.2222222222,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
SPD Smith,S Nadeem,0.4444444444,0.6666666667,0.6666666667,0.6666666667,0.8888888889,1,0.8888888889,9
MK Tiwary,Mohammed Shami,0.2222222222,0.7777777778,0.7777777778,0.7777777778,1,1,1,9
DR Smith,Mohammad Nabi,0.5555555556,0.7777777778,0.7777777778,0.7777777778,0.8888888889,1,1,9
Ishan Kishan,Mohammad Nabi,0.4444444444,1,1,1,1,1,1,9
AT Rayudu,AS Rajpoot,0.3333333333,0.7777777778,1,1,1,1,1,9
V Kohli,A Mishra,0.2222222222,0.5555555556,0.6666666667,0.6666666667,0.8888888889,1,1,9
V Kohli,S Nadeem,0.4444444444,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
MS Dhoni,KV Sharma,0.6666666667,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,1,9
MS Dhoni,KH Pandya,0.3333333333,0.8888888889,0.8888888889,0.8888888889,1,1,1,9
KV Sharma,DT Christian,0.6666666667,1,1,1,1,1,1,9
IR Jaggi,SL Malinga,0.4444444444,0.6666666667,0.7777777778,0.7777777778,1,1,1,9
RG Sharma,NM Coulter-Nile,0.4444444444,0.8888888889,1,1,1,1,0.8888888889,9
RG Sharma,LH Ferguson,0.4444444444,0.5555555556,0.5555555556,0.5555555556,1,1,1,9
KH Pandya,A Zampa,0.3333333333,1,1,1,1,1,1,9
KH Pandya,JD Unadkat,0.4444444444,0.7777777778,0.8888888889,0.8888888889,0.8888888889,1,1,9
CH Gayle,B Kumar,0.5,0.75,0.875,0.875,0.875,1,1,8
BA Stokes,JJ Bumrah,0.125,0.5,0.875,0.875,1,1,1,8
KD Karthik,TA Boult,0.375,0.625,0.625,0.625,1,1,0.875,8
SPD Smith,Sandeep Sharma,0.25,0.75,0.75,0.75,1,1,1,8
AM Rahane,MM Sharma,0.25,0.75,0.75,0.75,0.875,1,1,8
AM Rahane,AR Patel,0.125,0.875,0.875,0.875,1,1,1,8
MS Dhoni,MP Stoinis,0.625,1,1,1,1,1,1,8
AR Patel,Imran Tahir,0.375,0.875,0.875,0.875,1,1,0.875,8
SR Watson,PJ Cummins,0.375,0.75,0.875,0.875,1,1,1,8
CH Gayle,PJ Cummins,0.375,1,1,1,1,1,1,8
KM Jadhav,CR Brathwaite,0.125,0.375,0.5,0.5,0.75,1,1,8
A Mishra,SR Watson,0.75,1,1,1,1,1,1,8
DR Smith,MC Henriques,0,0.375,0.5,0.5,1,1,1,8
G Gambhir,SL Malinga,0.375,1,1,1,1,1,1,8
SA Yadav,Harbhajan Singh,0.25,0.75,0.75,0.75,1,1,1,8
PA Patel,CR Woakes,0.75,1,1,1,1,1,1,8
JC Buttler,CR Woakes,0.5,0.75,0.875,0.875,0.875,1,1,8
N Rana,Kuldeep Yadav,0.25,0.625,0.625,0.625,0.875,1,1,8
N Rana,AS Rajpoot,0.625,0.75,0.75,0.75,0.875,1,0.875,8
SR Watson,AR Patel,0.625,1,1,1,1,1,0.75,8
SW Billings,DL Chahar,0.25,0.625,0.625,0.625,1,1,1,8
PA Patel,B Kumar,0.625,0.875,1,1,1,1,1,8
JC Buttler,B Kumar,0.625,0.75,0.75,0.75,1,1,1,8
N Rana,Rashid Khan,0.375,0.875,1,1,1,1,1,8
N Rana,DJ Hooda,0.125,0.75,0.75,0.75,0.875,1,1,8
M Vohra,SP Narine,0.5,0.75,0.75,0.75,1,1,1,8
WP Saha,SP Narine,0.25,0.875,0.875,0.875,1,1,1,8
V Kohli,Harbhajan Singh,0.125,0.875,0.875,0.875,1,1,1,8
V Kohli,HH Pandya,0.25,1,1,1,1,1,1,8
V Kohli,KH Pandya,0.25,0.625,0.875,0.875,1,1,1,8
N Rana,S Badree,0.75,1,1,1,1,1,0.875,8
KA Pollard,TS Mills,0.25,0.75,0.75,0.75,1,1,1,8
KH Pandya,TS Mills,0.375,0.75,0.75,0.75,1,1,1,8
SPD Smith,P Kumar,0.5,0.625,0.625,0.625,1,1,1,8
MS Dhoni,RA Jadeja,0.875,0.875,0.875,0.875,1,1,0.875,8
DR Smith,LH Ferguson,0.5,0.625,0.625,0.625,1,1,1,8
SK Raina,SN Thakur,0.375,0.75,1,1,1,1,1,8
SK Raina,BA Stokes,0.5,0.75,0.75,0.75,1,1,1,8
AJ Finch,Imran Tahir,0.375,0.75,0.75,0.75,0.875,1,0.875,8
C de Grandhomme,B Kumar,0.375,0.875,0.875,0.875,1,1,0.875,8
S Dhawan,SP Narine,0.25,1,1,1,1,1,1,8
SW Billings,Sandeep Sharma,0.75,0.875,0.875,0.875,1,1,0.875,8
DA Miller,PJ Cummins,0.625,1,1,1,1,1,1,8
AR Patel,CJ Anderson,0,0.875,0.875,0.875,0.875,1,1,8
AR Patel,Z Khan,0,0.5,0.75,0.75,0.875,1,1,8
Ishan Kishan,JJ Bumrah,0.375,0.875,0.875,0.875,1,1,1,8
KD Karthik,JJ Bumrah,0,0.375,0.75,0.75,1,1,1,8
JC Buttler,Basil Thampi,0.375,0.625,0.625,0.625,0.875,1,1,8
N Rana,AJ Tye,0.5,0.75,0.875,0.875,0.875,1,0.875,8
JC Buttler,RA Jadeja,0.25,0.875,0.875,0.875,0.875,1,1,8
MS Dhoni,SR Watson,0.5,0.75,0.875,0.875,1,1,0.875,8
SPD Smith,YS Chahal,0.375,0.875,0.875,1,1,1,1,8
V Kohli,SN Thakur,0.375,0.5,0.5,0.625,1,1,1,8
AB de Villiers,Imran Tahir,0.25,0.75,0.875,0.875,0.875,1,0.875,8
SV Samson,SP Narine,0.25,1,1,1,1,1,1,8
KK Nair,UT Yadav,0.625,1,1,1,1,1,1,8
KK Nair,SP Narine,0.625,1,1,1,1,1,0.875,8
MK Pandey,Z Khan,0.5,0.875,0.875,0.875,1,1,1,8
YK Pathan,AD Mathews,0.375,0.875,1,1,1,1,1,8
MC Henriques,MM Sharma,0.5,0.875,1,1,1,1,1,8
GJ Maxwell,B Kumar,0.75,0.75,0.875,0.875,1,1,0.875,8
CH Gayle,DS Kulkarni,0.5,0.75,0.75,0.75,1,1,1,8
V Kohli,RA Jadeja,0.25,0.75,0.875,0.875,1,1,1,8
CH Gayle,RA Jadeja,0.125,0.25,0.375,0.375,0.75,1,1,8
CH Gayle,S Kaushik,0.375,0.75,0.75,0.75,0.75,1,1,8
TM Head,Basil Thampi,0.25,0.375,0.75,0.75,1,1,1,8
AJ Finch,AF Milne,0.625,0.75,0.75,0.75,1,1,1,8
RA Jadeja,P Negi,0.875,1,1,1,1,1,1,8
S Dhawan,J Yadav,0,0.75,0.875,0.875,1,1,1,8
KS Williamson,CH Morris,0.625,0.875,0.875,0.875,1,1,0.875,8
AD Mathews,S Kaul,0.375,0.625,0.75,0.75,0.875,1,0.875,8
SE Marsh,HH Pandya,0.25,0.625,0.625,0.625,1,1,1,8
WP Saha,KH Pandya,0.25,1,1,1,1,1,0.875,8
GJ Maxwell,SL Malinga,0.5,1,1,1,1,1,1,8
GJ Maxwell,MJ McClenaghan,0,0.25,0.25,0.25,0.625,1,1,8
N Rana,Swapnil Singh,0.125,0.625,0.75,0.75,0.75,1,1,8
G Gambhir,DR Smith,0.25,0.875,0.875,0.875,1,1,1,8
MK Pandey,Basil Thampi,0.375,0.625,0.875,0.875,1,1,0.875,8
SK Raina,UT Yadav,0.25,0.75,0.75,0.75,0.875,1,1,8
JC Buttler,Z Khan,0.5,0.75,0.75,0.75,1,1,1,8
SS Iyer,MJ McClenaghan,0.625,0.875,0.875,0.875,1,1,0.875,8
CH Morris,MJ McClenaghan,0.25,0.75,0.75,0.75,0.875,1,1,8
